title,cast,crew,genres,keywords,overview,release_date,runtime,tagline,vote_average,finalcol
The Conjuring,PatrickWilson VeraFarmiga LiliTaylor RonLivingston,JamesWan,Horror Thriller,sistersisterrelationship exorcism rhodeisland basedontruestory farmhouse paranormalinvestigation ghost supernaturalpower paranormalinvestigator annabelle,,2013-07-18,112.0,,7.4,patrickwilson verafarmiga lilitaylor ronlivingston jameswan  horror thriller  sistersisterrelationship exorcism rhodeisland basedontruestory farmhouse paranormalinvestigation ghost supernaturalpower paranormalinvestigator annabelle
Are We There Yet?,IceCube NiaLong AleishaAllen PhilipBolden,BrianLevant,Adventure Comedy Family Romance,carjourney macho roadtrip children prettywoman trouble,,2005-01-20,95.0,,5.2,icecube nialong aleishaallen philipbolden brianlevant  adventure comedy family romance  carjourney macho roadtrip children prettywoman trouble
Tammy,MelissaMcCarthy SusanSarandon KathyBates AllisonJanney,BenFalcone,Comedy,,,2014-07-02,97.0,,5.0,melissamccarthy susansarandon kathybates allisonjanney benfalcone  comedy  
School of Rock,JackBlack JoanCusack MikeWhite SarahSilverman,RichardLinklater,Comedy Music,rockandroll rock highschool musicband,,2003-10-03,108.0,,6.7,jackblack joancusack mikewhite sarahsilverman richardlinklater  comedy music  rockandroll rock highschool musicband
Mortal Kombat,ChristopherLambert RobinShou LindenAshby Cary-HiroyukiTagawa,PaulW.S.Anderson,Action Fantasy,martialarts monster island gore sorcerer tournament violence basedonvideogame handtohandcombat,,1995-08-18,101.0,,5.4,christopherlambert robinshou lindenashby cary-hiroyukitagawa paulw.s.anderson  action fantasy  martialarts monster island gore sorcerer tournament violence basedonvideogame handtohandcombat
White Chicks,ShawnWayans MarlonWayans JaimeKing FrankieFaison,KeenenIvoryWayans,Comedy,undercover fbi fishoutofwater highsociety buddycop crossdressing,,2004-06-23,109.0,,6.3,shawnwayans marlonwayans jaimeking frankiefaison keenenivorywayans  comedy  undercover fbi fishoutofwater highsociety buddycop crossdressing
The Descendants,GeorgeClooney ShaileneWoodley AmaraMiller NickKrause,AlexanderPayne,Comedy Drama,hawaii father-in-law daughter cheatingwife beachhouse boatingaccident estate dyingmother beautifulgirl teenagedaughter trustee trustfund wildgirl wildchild realtor,,2011-09-09,115.0,,6.7,georgeclooney shailenewoodley amaramiller nickkrause alexanderpayne  comedy drama  hawaii father-in-law daughter cheatingwife beachhouse boatingaccident estate dyingmother beautifulgirl teenagedaughter trustee trustfund wildgirl wildchild realtor
Holes,SigourneyWeaver JonVoight TimBlakeNelson PatriciaArquette,AndrewDavis,Adventure Family Drama Comedy,curse suitor falseaccusations referencetoannabellee digging baseballplayer mountainclimbing,,2003-04-18,117.0,,6.7,sigourneyweaver jonvoight timblakenelson patriciaarquette andrewdavis  adventure family drama comedy  curse suitor falseaccusations referencetoannabellee digging baseballplayer mountainclimbing
The Last Song,MileyCyrus GregKinnear BobbyColeman LiamHemsworth,JulieAnneRobinson,Drama Family Romance,brothersisterrelationship newlove daughter summervacation womandirector,,2010-03-31,107.0,,6.9,mileycyrus gregkinnear bobbycoleman liamhemsworth julieannerobinson  drama family romance  brothersisterrelationship newlove daughter summervacation womandirector
12 Years a Slave,ChiwetelEjiofor MichaelFassbender LupitaNyong'o BenedictCumberbatch,SteveMcQueen,Drama History,whip kidnapping slavery plantation nightshift violinplayer physicalabuse cotton slaveowner 19thcentury soldintoslavery abolitionist,,2013-10-18,134.0,,7.9,chiwetelejiofor michaelfassbender lupitanyong'o benedictcumberbatch stevemcqueen  drama history  whip kidnapping slavery plantation nightshift violinplayer physicalabuse cotton slaveowner 19thcentury soldintoslavery abolitionist
Drumline,NickCannon ZoeSaldana OrlandoJones LeonardRoberts,CharlesStoneIII,Drama Romance Comedy Music,musicrehearsal fraternityinitiation televisionbroadcast whitemalepretendingtobeblack sororityparty pushups,,2002-12-13,118.0,,6.2,nickcannon zoesaldana orlandojones leonardroberts charlesstoneiii  drama romance comedy music  musicrehearsal fraternityinitiation televisionbroadcast whitemalepretendingtobeblack sororityparty pushups
Why Did I Get Married Too?,TylerPerry JanetJackson JillScott SharonLeal,TylerPerry,Comedy Romance,,,2010-04-02,121.0,,6.1,tylerperry janetjackson jillscott sharonleal tylerperry  comedy romance  
Edward Scissorhands,JohnnyDepp WinonaRyder DianneWiest AlanArkin,TimBurton,Fantasy Drama Romance,underdog loveatfirstsight hairdresser smalltown scissors inventor burglar unsociability,,1990-12-05,105.0,,7.5,johnnydepp winonaryder diannewiest alanarkin timburton  fantasy drama romance  underdog loveatfirstsight hairdresser smalltown scissors inventor burglar unsociability
Me Before You,EmiliaClarke SamClaflin JanetMcTeer CharlesDance,TheaSharrock,Drama Romance,england basedonnovel depression smalltown wheelchair caretaker caregiver disabled twentysomething womandirector romanticdrama deadendjob accident,,2016-06-02,110.0,,7.6,emiliaclarke samclaflin janetmcteer charlesdance theasharrock  drama romance  england basedonnovel depression smalltown wheelchair caretaker caregiver disabled twentysomething womandirector romanticdrama deadendjob accident
Madea's Witness Protection,TylerPerry EugeneLevy DeniseRichards DorisRoberts,TylerPerry,Drama Comedy Crime,,,2012-06-29,114.0,,5.9,tylerperry eugenelevy deniserichards dorisroberts tylerperry  drama comedy crime  
The French Connection,GeneHackman FernandoRey RoyScheider TonyLoBianco,WilliamFriedkin,Action Crime Thriller,policebrutality marseille nightlife attemptedmurder drugdealer drugmule gangsterboss drugsmuggle undercoveragent hijackingoftrain herion,,1971-10-09,104.0,,7.4,genehackman fernandorey royscheider tonylobianco williamfriedkin  action crime thriller  policebrutality marseille nightlife attemptedmurder drugdealer drugmule gangsterboss drugsmuggle undercoveragent hijackingoftrain herion
Bad Moms,MilaKunis KristenBell KathrynHahn ChristinaApplegate,JonLucas ScottMoore,Comedy,alcohol bar party divorce family hitandrun bathroomhumor,,2016-07-28,100.0,,6.3,milakunis kristenbell kathrynhahn christinaapplegate jonlucas scottmoore  comedy  alcohol bar party divorce family hitandrun bathroomhumor
Date Movie,AlysonHannigan AdamCampbell SophieMonk JenniferCoolidge,JasonFriedberg AaronSeltzer,Comedy,date diary parents-in-law bridegroom wedding,,2006-02-17,83.0,,3.6,alysonhannigan adamcampbell sophiemonk jennifercoolidge jasonfriedberg aaronseltzer  comedy  date diary parents-in-law bridegroom wedding
Return to Never Land,HarrietOwen BlayneWeaver JeffBennett KathSoucie,RobinBudd DonovanCook,Adventure Fantasy Animation Family,animation,,2002-02-14,72.0,,6.1,harrietowen blayneweaver jeffbennett kathsoucie robinbudd donovancook  adventure fantasy animation family  animation
Selma,DavidOyelowo TomWilkinson CarmenEjogo AndréHolland,AvaDuVernay,History Drama,alabama martinlutherking president blackamerican civilrights protestmarch womandirector selma,,2014-12-25,127.0,,7.4,davidoyelowo tomwilkinson carmenejogo andréholland avaduvernay  history drama  alabama martinlutherking president blackamerican civilrights protestmarch womandirector selma
The Jungle Book 2,JohnGoodman HaleyJoelOsment MaeWhitman ConnorFunk,SteveTrenbirth,Family Animation Adventure,river musical tiger village feralchild sequel bear jungle orphan vulture gong lost shake mango,,2003-02-07,72.0,,5.6,johngoodman haleyjoelosment maewhitman connorfunk stevetrenbirth  family animation adventure  river musical tiger village feralchild sequel bear jungle orphan vulture gong lost shake mango
Boogeyman,EmilyDeschanel BarryWatson SkyeMcColeBartusiak LucyLawless,StephenT.Kay,Thriller Horror Drama Mystery,nightmare hallucination childhoodtrauma break-up hometown psychotherapy,,2005-02-04,89.0,,4.6,emilydeschanel barrywatson skyemccolebartusiak lucylawless stephent.kay  thriller horror drama mystery  nightmare hallucination childhoodtrauma break-up hometown psychotherapy
Premonition,SandraBullock JulianMcMahon CourtneyTaylorBurness NiaLong,MennanYapo,Thriller Drama Mystery,dejavu dyinganddeath timetravel lossofhusband carcrash,,2007-02-08,96.0,,5.8,sandrabullock julianmcmahon courtneytaylorburness nialong mennanyapo  thriller drama mystery  dejavu dyinganddeath timetravel lossofhusband carcrash
The Tigger Movie,JimCummings NikitaHopkins KenSansom JohnFiedler,JunFalkenstein,Animation Family,owl donkey tiger piglet bear rabbit womandirector,,2000-02-11,77.0,,6.3,jimcummings nikitahopkins kensansom johnfiedler junfalkenstein  animation family  owl donkey tiger piglet bear rabbit womandirector
Orphan,VeraFarmiga PeterSarsgaard IsabelleFuhrman CCHPounder,JaumeCollet-Serra,Horror Thriller Mystery,nun deaf-mute orphan allgirl troubledmarriage aftercreditsstinger duringcreditsstinger,,2009-07-24,123.0,,6.7,verafarmiga petersarsgaard isabellefuhrman cchpounder jaumecollet-serra  horror thriller mystery  nun deaf-mute orphan allgirl troubledmarriage aftercreditsstinger duringcreditsstinger
Max,ThomasHadenChurch JoshWiggins LaurenGraham RobbieAmell,BoazYakin,Adventure Drama Family,afghanistan war basedontruestory rescue betrayal dog grieving,,2015-06-26,111.0,,6.8,thomashadenchurch joshwiggins laurengraham robbieamell boazyakin  adventure drama family  afghanistan war basedontruestory rescue betrayal dog grieving
Epic Movie,KalPenn AdamCampbell JenniferCoolidge JaymaMays,JasonFriedberg AaronSeltzer,Action Adventure Comedy,,,2007-01-25,86.0,,3.2,kalpenn adamcampbell jennifercoolidge jaymamays jasonfriedberg aaronseltzer  action adventure comedy  
Spotlight,MarkRuffalo MichaelKeaton RachelMcAdams LievSchreiber,TomMcCarthy,Drama Thriller History,childabuse journalism judge florida boston pedophilia court cover-up priest lawyer catholic catholicchurch catholicism september112001 investigativejournalism cardinal christmas,,2015-11-06,128.0,,7.8,markruffalo michaelkeaton rachelmcadams lievschreiber tommccarthy  drama thriller history  childabuse journalism judge florida boston pedophilia court cover-up priest lawyer catholic catholicchurch catholicism september112001 investigativejournalism cardinal christmas
Lakeview Terrace,SamuelL.Jackson PatrickWilson KerryWashington RonGlass,NeilLaBute,Drama Crime Thriller,vandalism harassment neighbor houseparty shottodeath pregnancy urination interracialcouple lapd airconditioner,,2008-09-19,110.0,,5.9,samuell.jackson patrickwilson kerrywashington ronglass neillabute  drama crime thriller  vandalism harassment neighbor houseparty shottodeath pregnancy urination interracialcouple lapd airconditioner
The Grudge 2,SarahMichelleGellar AmberTamblyn EdisonChen ArielleKebbel,TakashiShimizu,Horror Thriller,remake littleboy curse,,2006-10-13,102.0,,5.2,sarahmichellegellar ambertamblyn edisonchen ariellekebbel takashishimizu  horror thriller  remake littleboy curse
How Stella Got Her Groove Back,AngelaBassett TayeDiggs WhoopiGoldberg ReginaKing,KevinRodneySullivan,Comedy Drama Romance,blackpeople agedifference jamaica vacation femaleprotagonist,,1998-08-14,124.0,,6.0,angelabassett tayediggs whoopigoldberg reginaking kevinrodneysullivan  comedy drama romance  blackpeople agedifference jamaica vacation femaleprotagonist
Bill & Ted's Bogus Journey,KeanuReeves AlexWinter GeorgeCarlin WilliamSadler,PeterHewitt,Adventure Comedy Family Fantasy ScienceFiction,future dyinganddeath heaven timetravel heavymetal diabolicalego afterlife metal robot devil doppelganger seance,,1991-07-19,98.0,,5.9,keanureeves alexwinter georgecarlin williamsadler peterhewitt  adventure comedy family fantasy sciencefiction  future dyinganddeath heaven timetravel heavymetal diabolicalego afterlife metal robot devil doppelganger seance
Man of the Year,RobinWilliams ChristopherWalken LauraLinney LewisBlack,BarryLevinson,Comedy Drama Romance Thriller,usapresident presidentialelection comedian,,2006-10-09,115.0,,5.8,robinwilliams christopherwalken lauralinney lewisblack barrylevinson  comedy drama romance thriller  usapresident presidentialelection comedian
The Black Hole,MaximilianSchell AnthonyPerkins RobertForster JosephBottoms,GaryNelson,Adventure Family ScienceFiction Action,killerrobot spacemarine ghostship blackhole,,1979-12-18,98.0,,6.1,maximilianschell anthonyperkins robertforster josephbottoms garynelson  adventure family sciencefiction action  killerrobot spacemarine ghostship blackhole
The American,GeorgeClooney ViolantePlacido TheklaReuten PaoloBonacelli,AntonCorbijn,Crime Drama Thriller,prostitute sweden suspense priest verylittledialogue,,2010-08-31,104.0,,5.8,georgeclooney violanteplacido theklareuten paolobonacelli antoncorbijn  crime drama thriller  prostitute sweden suspense priest verylittledialogue
Selena,JenniferLopez EdwardJamesOlmos ConstanceMarie JonSeda,GregoryNava,Drama,musical tejano elopement bustier fanclub,,1997-03-21,127.0,,7.0,jenniferlopez edwardjamesolmos constancemarie jonseda gregorynava  drama  musical tejano elopement bustier fanclub
Vampires Suck,ChrisRiggi MattLanter JennProske KenJeong,JasonFriedberg AaronSeltzer,Horror Comedy,vampire highschool prom spoof horrorspoof teenager duringcreditsstinger,,2010-08-18,82.0,,4.2,chrisriggi mattlanter jennproske kenjeong jasonfriedberg aaronseltzer  horror comedy  vampire highschool prom spoof horrorspoof teenager duringcreditsstinger
Babel,BradPitt CateBlanchett GaelGarcíaBernal RinkoKikuchi,AlejandroGonzálezIñárritu,Drama,terror lossofmother gun morocco deaf-mute sandiego ecstasy illegalimmigration firsttime nanny daughter bulletwound ensemblecast,,2006-09-08,143.0,,6.9,bradpitt cateblanchett gaelgarcíabernal rinkokikuchi alejandrogonzáleziñárritu  drama  terror lossofmother gun morocco deaf-mute sandiego ecstasy illegalimmigration firsttime nanny daughter bulletwound ensemblecast
This Is Where I Leave You,JasonBateman TinaFey AdamDriver RoseByrne,ShawnLevy,Drama Comedy,basedonnovel funeral dysfunctionalfamily deathoffather manchild family mourning grieving,,2014-09-10,103.0,,6.5,jasonbateman tinafey adamdriver rosebyrne shawnlevy  drama comedy  basedonnovel funeral dysfunctionalfamily deathoffather manchild family mourning grieving
Doubt,MerylStreep PhilipSeymourHoffman AmyAdams ViolaDavis,JohnPatrickShanley,Drama Mystery,sexualabuse boy wine gift janitor singing pedophile gossip compassion tolerance 1960s,,2008-11-27,104.0,,7.0,merylstreep philipseymourhoffman amyadams violadavis johnpatrickshanley  drama mystery  sexualabuse boy wine gift janitor singing pedophile gossip compassion tolerance 1960s
Team America: World Police,TreyParker MattStone KristenMiller MasasaMoyo,TreyParker,Music Adventure Animation Action Comedy,paris france cairo capitalism lossoflover egypt waragainstterror shotgun patriotism pentagon americandream destroy shipwreck louvre americanwayoflife failure panama damage government eiffeltowerparis worldpolitics massdestruction,,2004-10-10,98.0,,6.6,treyparker mattstone kristenmiller masasamoyo treyparker  music adventure animation action comedy  paris france cairo capitalism lossoflover egypt waragainstterror shotgun patriotism pentagon americandream destroy shipwreck louvre americanwayoflife failure panama damage government eiffeltowerparis worldpolitics massdestruction
